UserIndex,UserID,CreatedAt,UserName,ScreenName,FollowersCount,FriendsCount,Followers,Friends
11203972,11203972,2019-08-14 18:30:50,"""Fredo"" is racist toward Italians who are dumb",jtLOL,46070,2307,[],[]
11316662,11316662,2019-08-14 18:29:22,awadelewis,awadelewis,190,909,[],[]
11335072,11335072,2019-08-14 18:30:36,GeneD5,GeneD5,600,289,[],[]
11408002,11408002,2019-08-14 18:23:20,marchamilton,marchamilton,1493,492,[],[]
11448012,11448012,2019-08-14 18:33:21,Дsseг ⚔️,DeCacheo,218,409,[],[]
11503692,11503692,2019-08-14 19:02:51,Alessandro,alessandroleite,350,806,[],[]
12007872,12007872,2019-08-14 19:21:03,Ruth Rants,ruthsias,3938,2418,[],[]
12103312,12103312,2019-08-14 18:29:01,Justin Wallis 🇺🇸✌,JustinWallisWRC,1744,4838,[],[]
12597442,12597442,2019-08-15 18:34:36,Akeem Adeniji,akeem,563,792,[],[]
13106942,13106942,2019-08-15 18:37:02,BrightTALK,BrightTALK,16998,8454,[],[]
13224822,13224822,2019-08-14 18:55:02,Ron Green,rgreenjr,194,355,[],[]
13907392,13907392,2019-08-15 17:12:58,Novack,Novack_,345,189,[],[]
13948292,13948292,2019-08-15 17:13:45,David Stamen,davidstamen,2334,676,[],[]
14094817,14094817,2019-08-15 17:30:46,kerningforcake,Jacqui_Baggs,520,2339,[],[]
14116906,14116906,2019-08-15 17:16:10,nomoreslaves,nomoreslaves,15442,16967,[],[]
14159016,14159016,2019-08-14 18:33:48,Harinderpal Hanspal,hanspal,681,1938,[],[]
14161146,14161146,2019-08-15 16:47:16,Chris Donnelly,distractable,377,648,[],[]
14181239,14181239,2019-08-15 17:27:06,Donald Bell,donald,18903,770,[],[]
14417082,14417082,2019-08-14 18:26:58,EG Arnold,egarnold,137,105,[],[]
14422373,14422373,2019-08-14 19:25:12,harperjones,harperjones,910,2154,[],[]
14451837,14451837,2019-08-14 20:12:25,Dafydd Loughran,dafyddloughran,1079,438,[],[]
14535637,14535637,2019-08-14 18:24:48,slidster,Slidster,353,1288,[],[]
14561088,14561088,2019-08-15 17:37:48,si_a_v_a_sh,siavash_fasihi,8,145,[],[]
14597239,14597239,2019-08-14 18:35:25,Tony Romm,TonyRomm,23981,4942,[],[]
14608670,14608670,2019-08-14 19:46:11,Brad Neuberg,bradneuberg,4413,2323,[],[]
14652467,14652467,2019-08-14 18:37:40,networkgal,networkgal,306,192,[],[]
14716770,14716770,2019-08-14 19:07:52,Leons 👁️🐝—,leonsp,482,278,[],[]
14759139,14759139,2019-08-14 19:01:54,thejusc,thejusc,20,16,[],[]
14789630,14789630,2019-08-15 18:16:01,Lisa Schmeiser,lschmeiser,3267,465,[],[]
14792516,14792516,2019-08-15 18:30:29,Tableau Software,tableau,137462,2655,[],[]
14829364,14829364,2019-08-15 17:08:01,Dr. Kerstin Hoffmann,PR_Doktor,12022,1578,[],[]
14852274,14852274,2019-08-15 16:31:25,SnapLogic,SnapLogic,8129,2965,[],[]
14856000,14856000,2019-08-15 17:26:49,Nico Mera,ntmera,35,176,[],[]
14869061,14869061,2019-08-15 16:20:28,Andy Harless,AndyHarless,3557,157,[],[]
14930659,14930659,2019-08-15 16:20:57,ｙｔｃｒａｃｋｅｒ,realytcracker,21971,479,[],[]
14949027,14949027,2019-08-15 18:16:41,Rich Seymour,rseymour,2029,2336,[],[]
14962957,14962957,2019-08-14 20:02:10,#QAnon! #DeepStateGone - psycotria/gab.ai 🐸,psycotria,2259,3042,[],[]
15084533,15084533,2019-08-15 17:04:03,adamyh,adamyh,134,199,[],[]
15147574,15147574,2019-08-14 19:17:00,Jason Channell,El_Fenix,1741,358,[],[]
15151822,15151822,2019-08-14 20:14:53,jimgray,farmergray,1051,2022,[],[]
15173291,15173291,2019-08-14 19:04:37,Earth Institute,earthinstitute,92801,790,[],[]
15201203,15201203,2019-08-14 19:10:55,Alex Super Elite,DeplorableAlex,4245,4991,[],[]
15221598,15221598,2019-08-14 19:15:00,jamesvgingerich,jamesvgingerich,27955,30364,[],[]
15250034,15250034,2019-08-14 19:33:35,Lak Ming Lam,minglam,37,267,[],[]
15262682,15262682,2019-08-15 16:07:46,Sohail Iqbal 👨‍💻🔮,ch3ckmat3,1462,3223,[],[]
15275102,15275102,2019-08-14 18:26:45,Phil Barden,Haidomyrmex,817,524,[],[]
15293839,15293839,2019-08-14 19:02:03,CRYPTODOUGH,mikecrooks,3744,5000,[],[]
15304159,15304159,2019-08-15 18:06:58,T. S. Carlos,correcto,1172,1000,[],[]
15385384,15385384,2019-08-14 18:22:16,~Lisa Christine~,ShineOnDown,355,1237,[],[]
15395859,15395859,2019-08-15 16:50:45,John Chodera (he/him),jchodera,3312,3540,[],[]
15427912,15427912,2019-08-14 17:47:13,☆ Ƙαѕѕαη∂яα 🏡🏺,KassandraTroy,11424,10640,[],[]
15429414,15429414,2019-08-14 19:15:43,Tomasio,dbrisinda,68,184,[],[]
15430935,15430935,2019-08-15 18:12:00,ccarter1969,ccarter1969,1048,1686,[],[]
15496407,15496407,2019-08-15 16:33:32,"Jason H. Moore, PhD",moorejh,23862,22163,[],[]
15515601,15515601,2019-08-14 19:00:56,Jim Garrettson,jimgarrettson,1165,649,[],[]
15584157,15584157,2019-08-15 17:01:30,HAPPYHELEN 🇺🇸🇮🇱,HAPPYHELEN,3513,3793,[],[]
15635792,15635792,2019-08-15 16:11:39,Steven M. Prentice,StevenPrentice,1614,1920,[],[]
15656849,15656849,2019-08-15 17:26:27,badc0da,badc0da,232,11,[],[]
15671372,15671372,2019-08-15 18:01:07,Lunatech,ilunatech,714,164,[],[]
15711730,15711730,2019-08-14 18:51:39,Terri,River_City,9804,9092,[],[]
15727967,15727967,2019-08-14 19:49:35,Scott,toybits,165,599,[],[]
15746170,15746170,2019-08-15 16:12:04,Colin Fraser,colin_fraser,212,324,[],[]
15760697,15760697,2019-08-14 18:10:34,Barmijo,barmijo,496,359,[],[]
15763187,15763187,2019-08-14 17:51:41,Oscar Otero,oscarotero,1360,1989,[],[]
15809321,15809321,2019-08-14 18:58:56,Li Tyler,irishgalartist,2185,3407,[],[]
15930466,15930466,2019-08-14 19:58:40,🍿🍿 Gracie 🍿🍿,MissKatieBugs,757,1189,[],[]
16007154,16007154,2019-08-14 19:23:08,Waverider,Waverider744,387,646,[],[]
16056058,16056058,2019-08-15 18:01:14,Naomi See,colorful_n0mi,758,879,[],[]
16058649,16058649,2019-08-14 19:56:34,yolanda,yolishemp,3557,2971,[],[]
16210077,16210077,2019-08-14 17:47:32,Dondep 🌟🌟🌟,Dondep,2173,3131,[],[]
16244596,16244596,2019-08-14 18:33:30,Adrian Sanabria,sawaba,7390,2088,[],[]
16255122,16255122,2019-08-14 19:05:31,Micke Kring,MickeKring,3883,2520,[],[]
16340685,16340685,2019-08-14 19:45:12,Prabhat Jha,prabhatjha,649,432,[],[]
16450389,16450389,2019-08-14 18:57:12,Cuerne,Cuerne,85,174,[],[]
16474617,16474617,2019-08-14 18:56:09,Lilliane Conner,Lilva,254,700,[],[]
16534576,16534576,2019-08-15 16:20:00,The Chronicle Herald,chronicleherald,122551,846,[],[]
16580203,16580203,2019-08-14 19:20:24,Thad Zylka,tzylka,1908,4646,[],[]
16620477,16620477,2019-08-15 17:35:22,ole torstein hovig,Hyyyyl,970,958,[],[]
16648808,16648808,2019-08-15 17:14:04,Lionbridge AI,LionbridgeAI,5835,79,[],[]
16700091,16700091,2019-08-14 18:28:02,Woojin Kim,woojinrad,2469,1377,[],[]
16714347,16714347,2019-08-14 19:27:08,Jason Koebler,jason_koebler,17732,1919,[],[]
16814854,16814854,2019-08-15 17:11:38,nic nguyen,itsnicolenguyen,9131,1535,[],[]
16881717,16881717,2019-08-15 16:52:37,mildmojo✈︎,mildmojo,596,468,[],[]
16936686,16936686,2019-08-14 19:02:13,Patrick Henningsen,21WIRE,32021,2203,[],[]
16945095,16945095,2019-08-15 17:03:26,yarko,yarkot,830,2499,[],[]
16963832,16963832,2019-08-14 18:53:35,Andres Lopez,andrlopez,433,2258,[],[]
17004786,17004786,2019-08-15 18:30:25,IanInLangley,IanInLangley,118,237,[],[]
17076577,17076577,2019-08-15 17:19:12,jdifrancis,jdifrancis,961,1342,[],[]
17125141,17125141,2019-08-14 19:58:33,gmicksmith,gmicksmith,78,262,[],[]
17137749,17137749,2019-08-15 18:05:31,tzmartin,tzmartin,3216,2226,[],[]
17157283,17157283,2019-08-14 20:00:17,David New,wdnew,138,507,[],[]
17178964,17178964,2019-08-14 18:25:29,Jeanine Susan Deal,JeanineDeal,5908,3385,[],[]
17196925,17196925,2019-08-15 17:26:12,Bjorn Harvold,bjornharvold,183,127,[],[]
17289051,17289051,2019-08-14 18:21:41,Antonio Villaespesa,avillaes_es,1562,1391,[],[]
17346756,17346756,2019-08-15 16:45:13,Digi-Key Electronics,digikey,44945,8413,[],[]
17382639,17382639,2019-08-15 16:36:03,tropicaldame 🇺🇸⭐️🇺🇸⭐️🇺🇸⭐️,tropicaldame,3778,4890,[],[]
17392332,17392332,2019-08-14 18:10:52,Asokan Ashok,asokan_telecom,2427,1536,[],[]
17418239,17418239,2019-08-15 16:12:07,Roger W. Pilney,rpilney,2295,848,[],[]
17464001,17464001,2019-08-15 16:35:55,Brandon Graves,brandongraves08,1007,2383,[],[]
17471625,17471625,2019-08-14 20:15:06,Daniel Glenn,DanielGlenn,2525,528,[],[]
17521435,17521435,2019-08-15 16:05:56,Robert Novak,gallifreyan,3763,4999,[],[]
17523128,17523128,2019-08-15 16:07:47,lantip,lantip,22786,1170,[],[]
17601852,17601852,2019-08-14 19:05:10,ITPro Today,ITProToday,17960,1633,[],[]
17604714,17604714,2019-08-15 16:15:25,Ben Rothke,benrothke,9034,1714,[],[]
17612586,17612586,2019-08-14 19:33:42,Moselle,moselle,196,428,[],[]
17629004,17629004,2019-08-15 16:56:08,Chromedaffodils,Chromedaffodils,1867,4796,[],[]
17708707,17708707,2019-08-14 19:50:40,WOLFIES deli,gelbs,172,459,[],[]
17719592,17719592,2019-08-14 19:29:48,BernieBro🌱Kavn:#Bernie2020🐦will #FreeAngryBerner,kavn,7227,7248,[],[]
17773905,17773905,2019-08-15 17:06:13,kurtsh,kurtsh,838,318,[],[]
17835290,17835290,2019-08-14 19:09:47,chadharness,chadharness,98,317,[],[]
17836995,17836995,2019-08-15 17:28:54,thisdell,thisdell,771,664,[],[]
17851267,17851267,2019-08-14 20:04:41,Pauly D,paulienz,295,421,[],[]
17856667,17856667,2019-08-14 19:03:46,Allen Iacopinelli,HDHNTER,180,394,[],[]
17859153,17859153,2019-08-14 19:04:35,Yes,eastoftahoe,366,1740,[],[]
17869632,17869632,2019-08-15 16:10:21,kwheaton,kwheaton,1495,174,[],[]
17945492,17945492,2019-08-14 19:34:59,C Schneider ♦️,standingstones,1154,638,[],[]
17953041,17953041,2019-08-14 19:57:55,Jana Shellman💕,wishladya,5651,6209,[],[]
17991533,17991533,2019-08-14 18:25:36,QueensMaryMac,QueensMaryMac,645,1023,[],[]
18003354,18003354,2019-08-15 16:58:15,#FinancialFreedom,KPesaBit,46578,45951,[],[]
18012353,18012353,2019-08-15 18:39:39,Rhianna Albert,just_rhianna,348,208,[],[]
18018665,18018665,2019-08-15 17:38:22,Maurício Linhares,mauriciojr,7801,535,[],[]
18060413,18060413,2019-08-14 17:44:46,Swifty,Swifty_s,319,602,[],[]
18164066,18164066,2019-08-14 18:34:43,Drazen Mokic,drale2k,147,156,[],[]
18165489,18165489,2019-08-14 17:54:00,Techie,techie10,575,336,[],[]
18239343,18239343,2019-08-15 18:29:48,Santiago Iglesias,ianholing,688,1208,[],[]
18243575,18243575,2019-08-15 18:26:04,Jeff Freeman,graphical_force,1022,1256,[],[]
18246734,18246734,2019-08-15 16:30:13,Frost & Sullivan,Frost_Sullivan,15384,1243,[],[]
18267245,18267245,2019-08-14 19:45:00,Microsoft Partner,msPartner,195163,2041,[],[]
18282134,18282134,2019-08-14 20:27:24,keithk42,keithk42,306,607,[],[]
18302779,18302779,2019-08-14 20:01:56,Paul “TᕼE ᗷOOK GᑌY”,PaulTheBookGuy,28466,29559,[],[]
18424276,18424276,2019-08-15 16:39:25,Wonder Woman ❤️✌️💙✝️,lulabelldesigns,3159,4998,[],[]
18430833,18430833,2019-08-14 19:09:22,JackyS🇺🇸🇨🇦,JackySinAZ,6761,7292,[],[]
18482126,18482126,2019-08-14 18:50:42,rlang210,rlang210,143,298,[],[]
18535945,18535945,2019-08-14 17:57:53,Adil ፤ ዓደል,AdilG,971,2246,[],[]
18584943,18584943,2019-08-15 16:34:40,Vito Kontrimas,delphinas,530,2061,[],[]
18626877,18626877,2019-08-14 19:02:19,heroComplex,heroComplex,82,284,[],[]
18647698,18647698,2019-08-14 19:15:52,MarkusSLT,MarkusSLT,166,158,[],[]
18696855,18696855,2019-08-15 18:30:30,Kenan Malik,kenanmalik,23349,1154,[],[]
18727347,18727347,2019-08-15 16:32:23,🚂Michael Carrington🚂,mcarrington,6400,7022,[],[]
18770377,18770377,2019-08-14 19:16:21,Christian Giaretta,chrisneel,308,571,[],[]
18785821,18785821,2019-08-14 18:22:04,Name,sunilrohira,9732,9651,[],[]
18864785,18864785,2019-08-14 18:21:48,k_kapanova,k_kapanova,302,365,[],[]
18868807,18868807,2019-08-14 18:14:21,🕎MsPJ ✝️#QAnon🌐⭐️⭐️⭐️,LovesG_d,4010,4747,[],[]
18919080,18919080,2019-08-14 18:50:04,MishogaWear,MishogaWear,1310,295,[],[]
18929394,18929394,2019-08-14 18:23:24,Karen🌼🌼,frespirit01,6447,3656,[],[]
18935499,18935499,2019-08-15 16:16:51,Theodis Butler,theodisbutler,84,245,[],[]
18939358,18939358,2019-08-14 19:07:53,Hunter Schwarz,hunterschwarz,20303,1776,[],[]
18960601,18960601,2019-08-15 17:58:09,Heba,iHeba,956,364,[],[]
19203099,19203099,2019-08-14 19:17:05,Iowan 4 Life,BeaverdaleJason,317,546,[],[]
19208994,19208994,2019-08-15 17:02:38,Max Katz,maxkatz,1977,1070,[],[]
19247932,19247932,2019-08-14 17:46:38,Tallon Reazin,IamuhDrummer,302,457,[],[]
19298505,19298505,2019-08-14 17:49:47,Doug Markant,dougmarkant,220,409,[],[]
19303263,19303263,2019-08-15 18:15:08,Verint,Verint,6882,927,[],[]
19320949,19320949,2019-08-14 18:26:03,Francis Collins,franciscollins_,913,4234,[],[]
19358185,19358185,2019-08-14 18:57:20,Elizabeth,destiny_113,588,355,[],[]
19380916,19380916,2019-08-14 19:29:07,Susie,Anzers,5474,5235,[],[]
19398200,19398200,2019-08-15 18:10:34,ITS Partners,ITS_Partners,615,200,[],[]
19406402,19406402,2019-08-15 18:11:46,Aravind Yarram,yaravind,231,684,[],[]
19539923,19539923,2019-08-15 16:17:48,dystopian mentalist,JustBeMentalist,1313,1102,[],[]
19578067,19578067,2019-08-15 18:00:01,Amrinder Arora,amrinderarora,427,438,[],[]
19629681,19629681,2019-08-14 19:27:44,Chris Blake,crblake,1687,4688,[],[]
19639301,19639301,2019-08-14 20:03:09,Mister,derivtrader,516,1287,[],[]
19671526,19671526,2019-08-15 18:03:33,John Middleton,jmidd,186,436,[],[]
19750596,19750596,2019-08-14 20:12:36,Janice Semmel,jlsemmel,2754,3497,[],[]
19778531,19778531,2019-08-14 18:23:30,Cameron Clark,ddcameronclark,109,292,[],[]
19795123,19795123,2019-08-14 18:34:55,Frank York,frankyork,23,151,[],[]
19831353,19831353,2019-08-15 17:16:24,TittyBingo,TittyBingo,2055,1008,[],[]
19891705,19891705,2019-08-14 18:21:41,TodayTrader,TodayTrader,21630,448,[],[]
20032190,20032190,2019-08-15 18:07:06,Trevor Kennedy,trevorkennedy,1799,313,[],[]
20087429,20087429,2019-08-14 19:17:42,Dave Nugent in 🌉,drnugent,5473,1137,[],[]
20137196,20137196,2019-08-15 17:00:48,Softweb Solutions Inc. - An Avnet Company,softwebchicago,1909,1431,[],[]
20167623,20167623,2019-08-14 19:18:10,KDnuggets,kdnuggets,154737,411,[],[]
20212944,20212944,2019-08-15 18:22:43,CIMMYT,CIMMYT,30344,3288,[],[]
20215316,20215316,2019-08-14 18:06:50,Thomas Del Beccaro,tomdelbeccaro,35040,24425,[],[]
20580968,20580968,2019-08-14 19:04:34,Gabriel Brown,Gabeuk,6298,1506,[],[]
20710292,20710292,2019-08-14 17:48:26,Kevin Strasser,kjstrasser,54745,20866,[],[]
20731304,20731304,2019-08-15 17:30:04,adafruit industries,adafruit,164716,959,[],[]
20752985,20752985,2019-08-15 17:06:54,wk,wk77,895,3242,[],[]
20806082,20806082,2019-08-15 16:23:29,Jared Maxfield,urlninja,416,514,[],[]
20874884,20874884,2019-08-15 17:55:39,Seis,seis6,190,179,[],[]
20932641,20932641,2019-08-14 19:09:31,dukeofURL♛,dynamex,3550,4022,[],[]
20965586,20965586,2019-08-15 16:21:34,idiot_girl,idiot_girl,3409,2247,[],[]
20972260,20972260,2019-08-15 16:38:05,🇺🇸GoNavy🇮🇹TRUMP2020🇮🇱FreeThinker🇬🇧,edwardsgirl1,4943,5367,[],[]
21022685,21022685,2019-08-15 17:37:18,Chuck CharlieCharlez,513chuck,28,103,[],[]
21039777,21039777,2019-08-14 19:09:18,Jozef Izso,jozefizso,220,152,[],[]
21163279,21163279,2019-08-14 18:32:20,Craig Mermel,cmermel,266,316,[],[]
21180556,21180556,2019-08-14 18:26:27,Martien Schriemer,MSchriemer,216,273,[],[]
21203114,21203114,2019-08-14 19:08:22,#Trump2020,luvlabso,726,1478,[],[]
21257120,21257120,2019-08-14 19:06:04,Zach Hendrix💙🇺🇸,ZachHendrix,896,861,[],[]
21299441,21299441,2019-08-14 18:34:33,Tina F.,Mijosmom,9300,10173,[],[]
21462453,21462453,2019-08-15 16:24:47,"J. Kevin Parker, consultant for hire!",JKevinParker,3651,2717,[],[]
21494739,21494739,2019-08-14 18:22:13,juan gracia,juang16,1121,1231,[],[]
21580919,21580919,2019-08-14 19:31:21,American.Nationalist.Oregonian.Noname,TyrannisCave,5965,6185,[],[]
21669254,21669254,2019-08-15 17:23:52,District 1,Bluesman57,18169,19894,[],[]
21877133,21877133,2019-08-14 19:06:50,Audrey Valenti,audreyrealtor,469,842,[],[]
21965099,21965099,2019-08-14 20:07:58,dawn-spitfire™,dawn_spitfire,2154,4795,[],[]
22048247,22048247,2019-08-14 17:58:45,Melinda,Fightglobalism8,1353,2694,[],[]
22051341,22051341,2019-08-15 16:34:43,Anna Alizadeh,annaalizadeh,545,819,[],[]
22057082,22057082,2019-08-14 18:26:34,Jamie Mossahebi,jmoss09,621,771,[],[]
22060684,22060684,2019-08-14 18:49:04,Pabgirl,pabgirl,3016,3791,[],[]
22108543,22108543,2019-08-14 18:33:05,Stan Kerr,spjk,652,2552,[],[]
22144998,22144998,2019-08-14 19:59:57,Bob Anderson,bobanderson77,4211,4976,[],[]
22167287,22167287,2019-08-15 17:56:40,Kelly Robinson,KellyJRobinson,1236,612,[],[]
22237401,22237401,2019-08-14 19:48:01,Ghost,conndec,912,1407,[],[]
22272027,22272027,2019-08-14 18:08:37,Joe McGuinness,joemhhi,2332,2646,[],[]
22307887,22307887,2019-08-14 18:31:40,J Verdi,jmgphoto,344,125,[],[]
22308099,22308099,2019-08-15 16:23:45,Farmer Mel/Mel Crypto   武士道,CarolinaRedd,14071,4009,[],[]
22371891,22371891,2019-08-14 18:52:05,Steven Petryszyn,Petryszyn,1422,4718,[],[]
22379883,22379883,2019-08-14 18:49:19,BeingOfLight,BeingOfLight11,3242,4990,[],[]
22380533,22380533,2019-08-15 17:48:11,Charan Sachar,CharanSachar,1480,1768,[],[]
22422152,22422152,2019-08-14 20:02:05,SueC,cltkprl,62,349,[],[]
22422840,22422840,2019-08-14 18:58:45,Nikki-Jane,NikiBaby,3130,4151,[],[]
22522181,22522181,2019-08-14 20:11:03,ken king,kking85743,415,147,[],[]
22528474,22528474,2019-08-14 18:53:43,Norm S,kingofthenerds,1019,2357,[],[]
22533298,22533298,2019-08-14 17:59:20,AMERICANDREAM2020  #Q #QANON #QPROOFS.COM #WWG1WGA,americandream09,40118,44058,[],[]
22563284,22563284,2019-08-15 18:30:06,HomeAway Software,HomeAwaySoftPro,2877,1774,[],[]
22564891,22564891,2019-08-14 19:01:04,Lisa Loves America,Purrpatrol,6598,7281,[],[]
22568294,22568294,2019-08-14 19:04:22,⭐️⭐️⭐️SuperElite Maga_45,AMF010,989,933,[],[]
22637433,22637433,2019-08-15 16:53:33,Laura Occasional Cortex,lapadooza,649,920,[],[]
22733268,22733268,2019-08-14 18:36:00,Scott Boyd,boydscott,20281,10733,[],[]
22766845,22766845,2019-08-14 18:24:27,HazelnutCovfefe,MAGAHazelnut,3490,4152,[],[]
22808446,22808446,2019-08-14 17:49:12,just improvising,JustImprovisin,64,324,[],[]
22822556,22822556,2019-08-14 17:58:45,Make Orwell Fiction Again⏳,dihoppy,3255,2312,[],[]
22829706,22829706,2019-08-14 18:57:46,Ray Burn,whatdRaysay,60,94,[],[]
22869663,22869663,2019-08-15 17:23:29,Jim Simpson,jamesmsimpson,2796,1959,[],[]
22873424,22873424,2019-08-15 16:12:50,CIO.com,CIOonline,189858,4418,[],[]
23025050,23025050,2019-08-14 19:47:29,Leigh,lmramey,10422,11457,[],[]
23228167,23228167,2019-08-14 19:18:04,Lorrona,ibangel,507,568,[],[]
23316567,23316567,2019-08-14 17:57:35,❌JusticeUSA,Kakikook,5394,5676,[],[]
23370240,23370240,2019-08-14 17:51:58,Bill Adkison,bamaredneck,1136,1977,[],[]
23409239,23409239,2019-08-14 18:49:47,Clint Grey,clintjgrey,1175,2373,[],[]
23413960,23413960,2019-08-14 19:46:28,I'Au Matu,AllahUniversal,4403,4977,[],[]
23476830,23476830,2019-08-14 18:26:42,Ani,SkuterP,5580,5339,[],[]
23507249,23507249,2019-08-14 18:53:15,Jennifer J,jj90,490,238,[],[]
23568539,23568539,2019-08-14 20:09:39,howard mayer,doward,3221,4380,[],[]
23633216,23633216,2019-08-14 17:50:00,"University of Maryland, Baltimore",UMBaltimore,6683,852,[],[]
23703403,23703403,2019-08-14 18:17:01,jeremy johnson,j1z0,159,147,[],[]
23949782,23949782,2019-08-14 17:52:35,Č๑яήĦѳĿīΘ,cornholio74,3020,4859,[],[]
23988572,23988572,2019-08-14 17:45:28,Ana Maria Echeverri,AnaMEcheverri,1039,1550,[],[]
23989221,23989221,2019-08-15 16:17:00,"Katie King, MBA",katieeking,13524,14873,[],[]
24140867,24140867,2019-08-14 18:54:55,Stacy,Stacy817,853,830,[],[]
24185099,24185099,2019-08-14 19:16:01,Kevin Freestone,kfreestone,518,1400,[],[]
24285972,24285972,2019-08-14 17:57:54,Susanne,blueBooBooBear,692,344,[],[]
24288174,24288174,2019-08-14 19:49:25,Dean 🇺🇸,Mentoring1,143,449,[],[]
24298367,24298367,2019-08-14 19:17:59,🇺🇸⭐️Digital⭐️Soldier⭐️🇺🇸,shawnt1973,2104,4847,[],[]
24311134,24311134,2019-08-14 18:33:50,Rich Newbold,drnewbold,3091,3329,[],[]
24427864,24427864,2019-08-15 16:17:34,@1-BrotherJames,Docjp,1002,221,[],[]
24450242,24450242,2019-08-14 19:56:09,Quantumair 🇺🇲🇺🇲🏛️🇺🇲🇺🇲🌩️,JaneWMason,1672,3273,[],[]
24484841,24484841,2019-08-15 16:31:50,🇺🇸 Elaine 🇺🇸,Elaines2cents,5761,5197,[],[]
24535552,24535552,2019-08-15 17:08:28,Robert Evans,revansCAAD8,1356,1973,[],[]
24568065,24568065,2019-08-14 18:50:48,Maude,starr3333,596,106,[],[]
24584229,24584229,2019-08-14 19:07:59,Lori Sanders 🇺🇸⭐️⭐️⭐️,kallywally,7067,6521,[],[]
24645363,24645363,2019-08-14 19:14:30,Kym (reading books = breathing) Lindsey,krlindsey,191,237,[],[]
24645398,24645398,2019-08-15 16:35:43,Peter Salvitti,psalvitti,2951,3518,[],[]
24677438,24677438,2019-08-14 18:25:29,OCONUS LURES shadowbanned,raphaellaN,3738,2614,[],[]
24708243,24708243,2019-08-14 18:22:39,Ssstarshine ⭐️⭐️⭐️,bamagal4ever,296,371,[],[]
24769790,24769790,2019-08-15 16:22:25,Sand,freetha,122,763,[],[]
25030709,25030709,2019-08-15 18:21:05,William Cuthbert,willy51,1600,3604,[],[]
25048747,25048747,2019-08-14 20:09:06,Bonfire Designs,Bonfiredesigns,6598,5719,[],[]
25058892,25058892,2019-08-15 18:00:43,TMJ-HAR IT-DB Jobs,tmj_har_itdb,195,179,[],[]
25066242,25066242,2019-08-15 18:36:07,Feliciano Guimarães,jsome1,156,66,[],[]
25126813,25126813,2019-08-14 18:30:34,Clubber,ClubLang,131,388,[],[]
25301238,25301238,2019-08-14 20:10:39,Southwest Research Institute,SwRI,3444,117,[],[]
25326262,25326262,2019-08-14 19:47:19,Patriot Steph,ninigator1,4230,4999,[],[]
25422805,25422805,2019-08-14 19:56:36,68EmSznne,shesparky,1295,2432,[],[]
25549451,25549451,2019-08-15 17:00:12,Imagine Pittsburgh,ImaginePgh,21185,2854,[],[]
25635057,25635057,2019-08-14 18:22:45,Maxime Libertas,LibertyFanOne,247,1348,[],[]
25648793,25648793,2019-08-15 18:08:46,john,john8032000,140,358,[],[]
25661874,25661874,2019-08-14 18:46:14,Miranda,THEduckwarrior,436,434,[],[]
25689113,25689113,2019-08-14 19:09:45,Palmer,Jonijam,3235,3145,[],[]
25876219,25876219,2019-08-14 18:54:20,RC #MAGA,finkette,635,1309,[],[]
